"Microsoft Status","CA Owner","CA Common Name or Certificate Name","Subject","SHA-1 Fingerprint","SHA-256 Fingerprint","Microsoft EKUs","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm"
"Included","SSL.com","SSL.com EV Root Certification Authority RSA R2","CN=SSL.com EV Root Certification Authority RSA R2; O=SSL Corporation; L=Houston; ST=Texas; C=US","743AF0529BD032A0F44A83CDD4BAA97B7C2EC49A","2E7BF16CC22485A7BBE2AA8696750761B0AE39BE3B2FE9D0CC6D4EF73491425C","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2017 May 31","2042 May 30","RSA 4096 bits","SHA256WithRSA"
"Included","SSL.com","SSL.com Root Certification Authority ECC","CN=SSL.com Root Certification Authority ECC; O=SSL Corporation; L=Houston; ST=Texas; C=US","C3197C3924E654AF1BC4AB20957AE2C30E13026A","3417BB06CC6007DA1B961C920B8AB4CE3FAD820E4AA30B9ACBC4A74EBDCEBC65","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2016 Feb 12","2041 Feb 12","EC secp384r1","ecdsaWithSHA256"
"Included","SSL.com","SSL.com Root Certification Authority RSA","CN=SSL.com Root Certification Authority RSA; O=SSL Corporation; L=Houston; ST=Texas; C=US","B7AB3308D1EA4477BA1480125A6FBDA936490CBB","85666A562EE0BE5CE925C1D8890A6F76A87EC16D4D7D5F29EA7419CF20123B69","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2016 Feb 12","2041 Feb 12","RSA 4096 bits","SHA256WithRSA"
"Included","SSL.com","SSL.com TLS ECC Root CA 2022","CN=SSL.com TLS ECC Root CA 2022; O=SSL Corporation; C=US","9F5FD91A546DF50C71F0EE7ABD1749988473E239","C32FFD9F46F936D16C3673990959434B9AD60AAFBB9E7CF33654F144CC1BA143","Server Authentication;Client Authentication","2022 Aug 25","2046 Aug 19","EC secp384r1","ecdsaWithSHA384"
"Included","SSL.com","SSL.com TLS RSA Root CA 2022","CN=SSL.com TLS RSA Root CA 2022; O=SSL Corporation; C=US","EC2C834072AF269510FF0EF203EE3170F6789DCA","8FAF7D2E2CB4709BB8E0B33666BF75A5DD45B5DE480F8EA8D4BFE6BEBC17F2ED","Server Authentication;Client Authentication","2022 Aug 25","2046 Aug 19","RSA 4096 bits","SHA256WithRSA"
"Disabled","Start Commercial (StartCom) Ltd.","StartCom Certification Authority","CN=StartCom Certification Authority; OU=Secure Digital Certificate Signing; O=StartCom Ltd.; C=IL","3E2BF7F2031B96F38CE6C4D8A85D3E2D58476A0F","C766A9BEF2D4071C863A31AA4920E813B2D198608CB7B7CFE21143B836DF09EA","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2006 Sep 17","2036 Sep 17","RSA 4096 bits","SHA1WithRSA"
"Disabled","Start Commercial (StartCom) Ltd.","StartCom Certification Authority G2","CN=StartCom Certification Authority G2; O=StartCom Ltd.; C=IL","31F1FD68226320EEC63B3F9DEA4A3E537C7C3917","C7BA6567DE93A798AE1FAA791E712D378FAE1F93C4397FEA441BB7CBE6FD5995","Server Authentication;Client Authentication;Code Signing;Secure Email","2010 Jan 01","2039 Dec 31","RSA 4096 bits","SHA256WithRSA"
"Disabled","Swiss BIT, Swiss Federal Office of Information Technology, Systems and Telecommunication (FOITT)","Admin-Root-CA","CN=Admin-Root-CA; OU=Services, Certification Authorities; O=admin; C=ch","253F775B0E7797AB645F15915597C39E263631D1","A31F093053BD12C1F5C3C6EFD498023FD2914D7758D05D698CE084B50626E0E5","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2001 Nov 15","2021 Nov 10","RSA 2048 bits","SHA1WithRSA"
"Disabled","Swiss BIT, Swiss Federal Office of Information Technology, Systems and Telecommunication (FOITT)","AdminCA-CD-T01","CN=AdminCA-CD-T01; OU=Services, Certification Authorities; O=admin; C=CH","6B81446A5CDDF474A0F800FFBE69FD0DB6287516","EAC0220C5C9FECC5121D3720872D06707B5266BE25D4EBB56AB804BBBF85FE03","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2006 Jan 25","2016 Jan 25","RSA 2048 bits","SHA1WithRSA"
"Included","Swiss BIT, Swiss Federal Office of Information Technology, Systems and Telecommunication (FOITT)","Swiss Government Root CA I","CN=Swiss Government Root CA I; OU=Services, Certification Authorities; O=The Federal Authorities of the Swiss Confederation; C=CH","A1585187156586CEF9C454E22AB15C58745607B4","6EC6614E9A8EFD47D6318FFDFD0BF65B493A141F77C38D0B319BE1BBBC053DD2","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2011 Feb 15","2035 Feb 15","RSA 4096 bits","SHA256WithRSA"
"Disabled","Swiss BIT, Swiss Federal Office of Information Technology, Systems and Telecommunication (FOITT)","Swiss Government Root CA II","CN=Swiss Government Root CA II; OU=Services, Certification Authorities; O=The Federal Authorities of the Swiss Confederation; C=CH","C7F7CBE2023666F986025D4A3E313F29EB0C5B38","A3D7435A18C46B23B6A4F8929CD59050C9168B03A7FAD532626F297CAC5356E4","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2011 Feb 16","2035 Feb 16","RSA 4096 bits","SHA256WithRSA"
"Disabled","Swiss BIT, Swiss Federal Office of Information Technology, Systems and Telecommunication (FOITT)","Swiss Government Root CA III","CN=Swiss Government Root CA III; OU=www.pki.admin.ch; O=Swiss Government PKI; C=CH","CCEAE32445CD4218DD188EADCEB3133C7FB340AD","958ABBAEFF760F4FBF66FF0F2C2708F4739B2C686127239A2C4EC87A68A984C8","Server Authentication;Client Authentication;Code Signing","2016 Apr 15","2041 Apr 15","RSA 4096 bits","SHA256WithRSA"
"Disabled","Swisscom (Switzerland) Ltd","Swisscom Root CA 1","CN=Swisscom Root CA 1; OU=Digital Certificate Services; O=Swisscom; C=ch","5F3AFC0A8B64F686673474DF7EA9A2FEF9FA7A51","21DB20123660BB2ED418205DA11EE7A85A65E2BC6E55B5AF7E7899C8A266D92E","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","2005 Aug 18","2025 Aug 18","RSA 4096 bits","SHA1WithRSA"
"Disabled","Swisscom (Switzerland) Ltd","Swisscom Root EV CA 2","CN=Swisscom Root EV CA 2; OU=Digital Certificate Services; O=Swisscom; C=ch","E7A19029D3D552DC0D0FC692D3EA880D152E1A6B","D95FEA3CA4EEDCE74CD76E75FC6D1FF62C441F0FA8BC77F034B19E5DB258015D","Server Authentication;Client Authentication;Code Signing;Time Stamping","2011 Jun 24","2031 Jun 25","RSA 4096 bits","SHA256WithRSA"
"Disabled","Swisscom (Switzerland) Ltd","Swisscom Root CA 2","CN=Swisscom Root CA 2; OU=Digital Certificate Services; O=Swisscom; C=ch","77474FC630E40F4C47643F84BAB8C6954A8A41EC","F09B122C7114F4A09BD4EA4F4A99D558B46E4C25CD81140D29C05613914C3841","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","2011 Jun 24","2031 Jun 25","RSA 4096 bits","SHA256WithRSA"
"Included","SwissSign AG","SwissSign Gold CA - G2","CN=SwissSign Gold CA - G2; O=SwissSign AG; C=CH","D8C5388AB7301B1B6ED47AE645253A6F9F1A2761","62DD0BE9B9F50A163EA0F8E75C053B1ECA57EA55C8688F647C6881F2C8357B95","Server Authentication;Client Authentication;Code Signing;Secure Email","2006 Oct 25","2036 Oct 25","RSA 4096 bits","SHA1WithRSA"
"Disabled","SwissSign AG","SwissSign Gold Root CA - G3","CN=SwissSign Gold Root CA - G3; O=SwissSign AG; C=CH","0B7199A1C7F3ADDF7BA7EAB8EB574AE80D60DDDE","7AF6EA9F753A1E709BD64D0BEB867C11E8C295A56E24A6E0471459DCCDAA1558","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2009 Aug 04","2037 Aug 04","RSA 4096 bits","SHA256WithRSA"
"NotBefore","SwissSign AG","SwissSign Platinum CA - G2","CN=SwissSign Platinum CA - G2; O=SwissSign AG; C=CH","56E0FAC03B8F18235518E5D311CAE8C24331AB66","3B222E566711E992300DC0B15AB9473DAFDEF8C84D0CEF7D3317B4C1821D1436","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2006 Oct 25","2036 Oct 25","RSA 4096 bits","SHA1WithRSA"
"Disabled","SwissSign AG","SwissSign Platinum Root CA - G3","CN=SwissSign Platinum Root CA - G3; O=SwissSign AG; C=CH","A1E7C600AA4170E5B74BC94F9B9703EDC261B4B9","59B3829F1FF443344958FAE8BFF621B684C848CFBF7EAD6B63A6CA50F2794F89","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2009 Aug 04","2037 Aug 04","RSA 4096 bits","SHA256WithRSA"
"Included","SwissSign AG","SwissSign RSA SMIME Root CA 2022 - 1","CN=SwissSign RSA SMIME Root CA 2022 - 1; O=SwissSign AG; C=CH","14D76562741050479F8B32C6868A18FAE11999B0","9A12C392BFE57891A0C545309D4D9FD567E480CB613D6342278B195C79A7931F","Secure Email","2022 Jun 08","2047 Jun 08","RSA 4096 bits","SHA256WithRSA"
"Included","SwissSign AG","SwissSign RSA TLS Root CA 2022 - 1","CN=SwissSign RSA TLS Root CA 2022 - 1; O=SwissSign AG; C=CH","81340ABE4CCDCECCE77DCC8AD457E245A0775DCE","193144F431E0FDDB740717D4DE926A571133884B4360D30E272913CBE660CE41","Server Authentication","2022 Jun 08","2047 Jun 08","RSA 4096 bits","SHA256WithRSA"
"Included","SwissSign AG","SwissSign Silver CA - G2","CN=SwissSign Silver CA - G2; O=SwissSign AG; C=CH","9BAAE59F56EE21CB435ABE2593DFA7F040D11DCB","BE6C4DA2BBB9BA59B6F3939768374246C3C005993FA98F020D1DEDBED48A81D5","Server Authentication;Client Authentication;Code Signing;Secure Email","2006 Oct 25","2036 Oct 25","RSA 4096 bits","SHA1WithRSA"
"Disabled","SwissSign AG","SwissSign Silver Root CA - G3","CN=SwissSign Silver Root CA - G3; O=SwissSign AG; C=CH","8D08FC43C0770CA84F4DCCB2D41A5D956D786DC4","1E49AC5DC69E86D0565DA2C1305C419330B0B781BFEC50E54A1B35AF7FDDD501","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2009 Aug 04","2037 Aug 04","RSA 4096 bits","SHA256WithRSA"
"Included","Taiwan-CA Inc. (TWCA)","TWCA CYBER Root CA","CN=TWCA CYBER Root CA; OU=Root CA; O=TAIWAN-CA; C=TW","F6B11C1A8338E97BDBB3A8C83324E02D9C7F2666","3F63BB2814BE174EC8B6439CF08D6D56F0B7C405883A5648A334424D6B3EC558","Server Authentication","2022 Nov 22","2047 Nov 22","RSA 4096 bits","SHA384WithRSA"
"Included","Taiwan-CA Inc. (TWCA)","TWCA Global Root CA","CN=TWCA Global Root CA; OU=Root CA; O=TAIWAN-CA; C=TW","9CBB4853F6A4F6D352A4E83252556013F5ADAF65","59769007F7685D0FCD50872F9F95D5755A5B2B457D81F3692B610A98672F0E1B","Server Authentication;Code Signing;Secure Email","2012 Jun 27","2030 Dec 31","RSA 4096 bits","SHA256WithRSA"
"Included","Taiwan-CA Inc. (TWCA)","TWCA Global Root CA G2","CN=TWCA Global Root CA G2; OU=Root CA; O=TAIWAN-CA; C=TW","73FE922F836391FFC8C6C4DAD6202F6B072E7F1B","3A0072D49FFC04E996C59AEB75991D3C340F3615D6FD4DCE90AC0B3D88EAD4F4","Client Authentication;Document Signing;Secure Email;Time Stamping","2022 Nov 22","2047 Nov 22","RSA 4096 bits","SHA384WithRSA"
"Included","Taiwan-CA Inc. (TWCA)","TWCA Root Certification Authority","CN=TWCA Root Certification Authority; OU=Root CA; O=TAIWAN-CA; C=TW","CF9E876DD3EBFC422697A3B5A37AA076A9062348","BFD88FE1101C41AE3E801BF8BE56350EE9BAD1A6B9BD515EDC5C6D5B8711AC44","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2008 Aug 28","2030 Dec 31","RSA 2048 bits","SHA1WithRSA"
"Disabled","Taiwan-CA Inc. (TWCA)","TWCA Root Certification Authority","CN=TWCA Root Certification Authority; OU=Root CA; O=TAIWAN-CA; C=TW","DF646DCB7B0FD3A96AEE88C64E2D676711FF9D5F","632D80BB096D209677D1734E5B35EA9D3019B9C44F8FCB2640C879039AC94EE8","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2008 Aug 28","2030 Dec 31","RSA 4096 bits","SHA256WithRSA"
"NotBefore","Telekom Applied Business Malaysia (TMCA)","TM Applied Business Root Certificate","CN=TM Applied Business Root Certificate; OU=TM Applied Business Certification Authority; O=TM; C=my","9957C53FC59FB8E739F7A4B7A70E9B8E659F208C","A9C77AF1BCDFAA3739442B0B2734C68EAF2E9833F0D766FBCAA6F2AEB42DEC02","Server Authentication;Client Authentication;Secure Email;Time Stamping","2011 Oct 10","2031 Oct 10","RSA 2048 bits","SHA256WithRSA"
"Disabled","Telia Company","Sonera Class2 CA","CN=Sonera Class2 CA; O=Sonera; C=FI","37F76DE6077C90C5B13E931AB74110B4F2E49A27","7908B40314C138100B518D0735807FFBFCF8518A0095337105BA386B153DD927","Server Authentication;Client Authentication;Code Signing;Secure Email","2001 Apr 06","2021 Apr 06","RSA 2048 bits","SHA1WithRSA"
"Included","Telia Company","Telia Root CA v2","CN=Telia Root CA v2; O=Telia Finland Oyj; C=FI","B999CDD173508AC44705089C8C88FBBEA02B40CD","242B69742FCB1E5B2ABF98898B94572187544E5B4D9911786573621F6A74B82C","Server Authentication;Client Authentication;Document Signing;Secure Email","2018 Nov 29","2043 Nov 29","RSA 4096 bits","SHA256WithRSA"
"Included","Telia Company","TeliaSonera Root CA v1","CN=TeliaSonera Root CA v1; O=TeliaSonera","4313BB96F1D5869BC14E6A92F6CFF63469878237","DD6936FE21F8F077C123A1A521C12224F72255B73E03A7260693E8A24B0FA389","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2007 Oct 18","2032 Oct 18","RSA 4096 bits","SHA1WithRSA"
"Included","Thailand National Root Certificate Authority (Electronic Transactions Development Agency)","Thailand National Root Certification Authority - G1","CN=Thailand National Root Certification Authority - G1; OU=Thailand National Root Certification Authority; O=Electronic Transactions Development Agency (Public Organization); C=TH","66F2DCFB3F814DDEE9B3206F11DEFE1BFBDFE132","2A8DA2F8D23E0CD3B5871ECFB0F42276CA73230667F474EEDE71C5EE32CC3EC6","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2013 Mar 27","2036 Mar 27","RSA 4096 bits","SHA512WithRSA"
"Disabled","The Uruguayan Post, “El Correo Uruguayo”","Correo Uruguayo - Root CA","CN=Correo Uruguayo - Root CA; OU=SERVICIOS ELECTRONICOS; O=ADMINISTRACION NACIONAL DE CORREOS; C=UY","F9DD19266B2043F1FE4B3DCB0190AFF11F31A69D","46273285615D96E52DA9FC2ED8C036F10AF3D9F6280F8D288706C52B2011B4DA","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2008 Jul 14","2030 Dec 31","RSA 4096 bits","SHA1WithRSA"
"NotBefore","TrustCor Systems","TrustCor ECA-1","CN=TrustCor ECA-1; OU=TrustCor Certificate Authority; O=TrustCor Systems S. de R.L.; L=Panama City; ST=Panama; C=PA","58D1DF9595676B63C0F05B1C174D8B840BC878BD","5A885DB19C01D912C5759388938CAFBBDF031AB2D48E91EE15589B42971D039C","Server Authentication;Client Authentication;Secure Email","2016 Feb 04","2029 Dec 31","RSA 2048 bits","SHA256WithRSA"
"NotBefore","TrustCor Systems","TrustCor RootCert CA-1","CN=TrustCor RootCert CA-1; OU=TrustCor Certificate Authority; O=TrustCor Systems S. de R.L.; L=Panama City; ST=Panama; C=PA","FFBDCDE782C8435E3C6F26865CCAA83A455BC30A","D40E9C86CD8FE468C1776959F49EA774FA548684B6C406F3909261F4DCE2575C","Server Authentication;Client Authentication;Secure Email","2016 Feb 04","2029 Dec 31","RSA 2048 bits","SHA256WithRSA"
"NotBefore","TrustCor Systems","TrustCor RootCert CA-2","CN=TrustCor RootCert CA-2; OU=TrustCor Certificate Authority; O=TrustCor Systems S. de R.L.; L=Panama City; ST=Panama; C=PA","B8BE6DCB56F155B963D412CA4E0634C794B21CC0","0753E940378C1BD5E3836E395DAEA5CB839E5046F1BD0EAE1951CF10FEC7C965","Server Authentication;Client Authentication;Secure Email","2016 Feb 04","2034 Dec 31","RSA 4096 bits","SHA256WithRSA"
"Included","TrustFactory(Pty)Ltd","TrustFactory Client Root Certificate Authority","CN=TrustFactory Client Root Certificate Authority; OU=TrustFactory PKI Operations; O=TrustFactory(Pty)Ltd; L=Johannesburg; ST=Gauteng; C=ZA","F90CC7521EAB33F228EAA835E4E50292E31D281E","92C4DB06C42A130D663574D7741B7F93C806FD6714DCE890E84B568FAE86E64C","Client Authentication;Document Signing;Secure Email","2017 Dec 05","2047 Nov 28","RSA 4096 bits","SHA256WithRSA"
"NotBefore","TrustFactory(Pty)Ltd","TrustFactory SSL Root Certificate Authority","CN=TrustFactory SSL Root Certificate Authority; OU=TrustFactory PKI Operations; O=TrustFactory(Pty)Ltd; L=Johannesburg; ST=Gauteng; C=ZA","D11478E8E5FB62540593D22C51570D014EAC76D8","608142DA5C675DD47C1AA3A26EE329E24E81D5FF3B94017BC1C1A0C37DB4C1A0","Server Authentication;Client Authentication;Document Signing","2017 Dec 05","2047 Nov 28","RSA 4096 bits","SHA256WithRSA"
"NotBefore","Trustis","Trustis FPS Root CA","OU=Trustis FPS Root CA; O=Trustis Limited; C=GB","3BC0380B33C3F6A60C86152293D9DFF54B81C004","C1B48299ABA5208FE9630ACE55CA68A03EDA5A519C8802A0D3A673BE8F8E557D","Server Authentication;Client Authentication;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;Secure Email","2003 Dec 23","2024 Jan 21","RSA 2048 bits","SHA1WithRSA"
"Disabled","TurkTrust","TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı H5","CN=TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı H5; O=TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş.; L=Ankara; C=TR","C418F64D46D1DF003D2730137243A91211C675FB","49351B903444C185CCDC5C693D24D8555CB208D6A8141307699F4AF063199D78","Server Authentication","2013 Apr 30","2023 Apr 28","RSA 2048 bits","SHA256WithRSA"
"Disabled","U.S. Federal Public Key Infrastructure (US FPKI)","Common Policy","CN=Common Policy; OU=FBCA; O=U.S. Government; C=us","CB44A097857C45FA187ED952086CB9841F2D51B5","04ACFB3B24793F300F67EF87E44DD72CB9B28B204F389A7CD5AE28785C7D42CD","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2007 Oct 15","2027 Oct 15","RSA 2048 bits","SHA1WithRSA"
"Included","Viking Cloud, Inc.","Secure Global CA","CN=Secure Global CA; O=SecureTrust Corporation; C=US","3A44735AE581901F248661461E3B9CC45FF53A1B","4200F5043AC8590EBB527D209ED1503029FBCBD41CA1B506EC27F15ADE7DAC69","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2006 Nov 07","2029 Dec 31","RSA 2048 bits","SHA1WithRSA"
"Included","Viking Cloud, Inc.","SecureTrust CA","CN=SecureTrust CA; O=SecureTrust Corporation; C=US","8782C6C304353BCFD29692D2593E7D44D934FF11","F1C1B50AE5A20DD8030EC9F6BC24823DD367B5255759B4E71B61FCE9F7375D73","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2006 Nov 07","2029 Dec 31","RSA 2048 bits","SHA1WithRSA"
"Included","Viking Cloud, Inc.","XRamp Global Certification Authority","CN=XRamp Global Certification Authority; OU=www.xrampsecurity.com; O=XRamp Security Services Inc; C=US","B80186D1EB9C86A54104CF3054F34C52B7E558C6","CECDDC905099D8DADFC5B1D209B737CBE2C18CFB2C10C0FF0BCF0D3286FC1AA2","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","2004 Nov 01","2035 Jan 01","RSA 2048 bits","SHA1WithRSA"
"Included","Viking Cloud, Inc.","Trustwave Global Certification Authority","CN=Trustwave Global Certification Authority; O=Trustwave Holdings, Inc.; L=Chicago; ST=Illinois; C=US","2F8F364FE1589744215987A52A9AD06995267FB5","97552015F5DDFC3C8788C006944555408894450084F100867086BC1A2BB58DC8","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2017 Aug 23","2042 Aug 23","RSA 4096 bits","SHA256WithRSA"
"Included","Viking Cloud, Inc.","Trustwave Global ECC P256 Certification Authority","CN=Trustwave Global ECC P256 Certification Authority; O=Trustwave Holdings, Inc.; L=Chicago; ST=Illinois; C=US","B49082DD450CBE8B5BB166D3E2A40826CDED42CF","945BBC825EA554F489D1FD51A73DDF2EA624AC7019A05205225C22A78CCFA8B4","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2017 Aug 23","2042 Aug 23","EC secp256r1","ecdsaWithSHA256"
"Included","Viking Cloud, Inc.","Trustwave Global ECC P384 Certification Authority","CN=Trustwave Global ECC P384 Certification Authority; O=Trustwave Holdings, Inc.; L=Chicago; ST=Illinois; C=US","E7F3A3C8CF6FC3042E6D0E6732C59E68950D5ED2","55903859C8C0C3EBB8759ECE4E2557225FF5758BBD38EBD48276601E1BD58097","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2017 Aug 23","2042 Aug 23","EC secp384r1","ecdsaWithSHA384"
